t,spot,imp_px,exp_px,batt,grid,soc,expw,pvgen,direct,pvbatt,pvexp,loadw,ev
1788315300,,,,9713.0,11038.0,83.3,0.0,,,,,975.0,
1788316200,0.49297,1.32,0.597,6663.0,7913.0,90.0,0.0,,,,,1030.0,
1788317100,0.52731,1.36,0.6313,0.0,979.0,90.0,0.0,,,,,928.0,
1788318000,0.65347,1.48,0.7575,0.0,1327.0,90.0,0.0,,,,,1287.0,
1788318900,0.49286,1.32,0.5969,3553.0,5050.0,90.0,0.0,,,,,1371.0,
1788319800,0.73784,1.57,0.8418,1128.0,2636.0,90.0,0.0,,,,,1439.0,
1788320700,0.9806,1.81,1.0846,0.0,1466.0,90.0,0.0,,,,,1415.0,
1788321600,1.11198,1.94,1.216,-1533.0,3.0,87.7,0.0,,,,,1522.0,
1788322500,1.12399,1.96,1.228,-1126.0,-36.0,86.6,0.0,,,,,1199.0,
1788323400,1.15355,1.98,1.2576,-992.0,-30.0,85.5,0.0,,,,,1250.0,
1788324300,1.1809,2.01,1.2849,-939.0,12.0,83.3,0.0,1819.0,724.7,,,1250.0,
1788325200,1.20513,2.04,1.3091,-928.0,23.0,82.2,0.0,1819.1,724.8,,,1138.0,
1788326100,1.22491,2.06,1.3289,0.0,0.0,82.2,44.0,1819.2,724.9,,,705.0,
1788327000,1.26371,2.09,1.3677,292.0,0.0,82.2,41.0,1819.4,725.1,,,643.0,
1788327900,1.2826,2.11,1.3866,366.0,-56.0,82.2,0.0,1819.7,725.3,532.3,,760.0,
1788328800,1.30461,2.14,1.4086,-227.0,-18.0,82.2,29.0,1819.9,725.5,532.3,,854.0,
1788329700,1.31117,2.14,1.4152,-173.0,22.0,82.2,0.0,1820.1,725.7,532.3,,664.0,
1788330600,1.32606,2.16,1.4301,-1061.0,-1198.0,81.1,1191.0,1820.3,725.8,532.3,562.2,664.0,
1788331500,1.31573,2.15,1.4197,0.0,-408.0,81.1,424.0,1820.8,726.1,532.3,562.4,743.0,
1788332400,1.32984,2.16,1.4338,-661.0,-1150.0,80.0,1125.0,1821.0,726.3,532.3,562.4,685.0,
1788333300,1.3125,2.14,1.4165,-260.0,-2261.0,80.0,2245.0,1821.6,726.5,532.3,562.8,707.0,
1788334200,1.29416,2.13,1.3982,-261.0,-410.0,80.0,438.0,1822.1,726.7,532.3,563.1,745.0,
1788335100,1.27771,2.11,1.3817,-261.0,-2773.0,78.8,2595.0,1823.0,727.0,532.3,563.7,684.0,
1788336000,1.24014,2.07,1.3441,0.0,-1944.0,78.8,2326.0,1823.4,727.1,532.3,564.0,689.0,
1788336900,1.0733,1.9,1.1773,587.0,-1510.0,80.0,1494.0,1824.5,727.6,532.4,564.5,768.0,
1788337800,0.88923,1.72,0.9932,1508.0,-139.0,81.1,116.0,1825.0,727.8,532.6,564.6,702.0,
1788338700,0.71116,1.54,0.8152,1279.0,-23.0,83.3,0.0,1825.7,728.1,533.0,564.6,726.0,
1788339600,0.56477,1.4,0.6688,533.0,32.0,83.3,0.0,1826.0,728.2,533.2,564.6,1411.0,
1788340500,0.88912,1.72,0.9931,2374.0,390.0,84.4,0.0,1826.7,728.7,533.4,564.6,813.0,
1788341400,0.59245,1.42,0.6965,988.0,27.0,86.6,0.0,1827.1,728.8,533.7,564.6,686.0,
1788342300,0.56377,1.4,0.6678,3317.0,-36.0,92.2,0.0,1828.1,729.1,534.4,564.6,745.0,
1788343200,0.47796,1.31,0.582,2060.0,208.0,97.7,29.0,1828.7,729.3,534.8,564.6,697.0,
1788344100,0.64725,1.48,0.7512,0.0,-1077.0,100.0,1039.0,1829.3,729.5,535.0,564.8,800.0,
1788345000,0.55477,1.39,0.6588,0.0,-1676.0,100.0,1685.0,1829.8,729.7,535.0,565.1,1086.0,
1788345900,0.46718,1.3,0.5712,0.0,-1726.0,100.0,1677.0,1830.8,730.1,535.0,565.7,1180.0,
1788346800,0.3468,1.18,0.4508,0.0,-1479.0,100.0,1459.0,1831.3,730.3,535.0,566.0,1181.0,
1788347700,0.49841,1.33,0.6024,0.0,-644.0,100.0,608.0,1832.3,730.7,535.0,566.6,1189.0,
1788348600,0.49397,1.33,0.598,-102.0,-13.0,100.0,0.0,1832.5,730.9,535.0,566.6,1207.0,
1788349500,0.4704,1.3,0.5744,0.0,-558.0,100.0,575.0,1833.2,731.4,535.0,566.8,1256.0,
1788350400,0.4156,1.25,0.5196,-348.0,-45.0,100.0,0.0,1833.5,731.6,535.0,566.9,1194.0,
1788351300,0.47963,1.31,0.5836,0.0,-265.0,100.0,272.0,1833.9,732.0,535.0,566.9,1236.0,
1788352200,0.51253,1.34,0.6165,0.0,-597.0,100.0,594.0,1834.2,732.2,535.0,567.0,1304.0,
1788353100,0.52242,1.35,0.6264,0.0,-1639.0,100.0,1635.0,1835.0,732.7,535.0,567.3,1238.0,
1788354000,0.51898,1.35,0.623,0.0,-50.0,100.0,85.0,1835.5,732.9,535.0,567.6,756.0,
1788354900,0.42939,1.26,0.5334,0.0,-2416.0,100.0,2376.0,1836.2,733.2,535.0,568.0,810.0,
1788355800,0.44617,1.28,0.5502,0.0,-1997.0,100.0,1992.0,1836.7,733.3,535.0,568.4,742.0,
1788356700,0.52453,1.36,0.6285,0.0,-1902.0,100.0,1877.0,1837.6,733.6,535.0,569.0,751.0,
1788357600,0.59512,1.43,0.6991,1516.0,-2871.0,97.7,2879.0,1838.1,733.8,535.0,569.3,790.0,
1788358500,0.33346,1.16,0.4375,262.0,36.0,97.7,0.0,1838.8,734.1,535.2,569.5,717.0,
1788359400,0.46095,1.29,0.565,0.0,-422.0,100.0,403.0,1839.1,734.2,535.4,569.5,584.0,
1788360300,0.48241,1.31,0.5864,0.0,-607.0,100.0,707.0,1839.7,734.5,535.5,569.7,584.0,
1788361200,0.77641,1.61,0.8804,0.0,-339.0,100.0,347.0,1840.0,734.6,535.5,569.9,528.0,
1788362100,0.43606,1.27,0.5401,0.0,-1266.0,100.0,1261.0,1840.5,734.8,535.5,570.2,535.0,
1788363000,0.74406,1.58,0.8481,0.0,-1066.0,100.0,1062.0,1840.8,734.9,535.5,570.4,590.0,
1788363900,0.92669,1.76,1.0307,0.0,-897.0,100.0,901.0,1841.2,735.1,535.5,570.6,484.0,
1788364800,1.18657,2.02,1.2906,0.0,-771.0,100.0,792.0,1841.5,735.2,535.5,570.8,400.0,
1788365700,1.12943,1.96,1.2334,0.0,-489.0,100.0,496.0,1841.9,735.4,535.5,571.0,476.0,
1788366600,1.1939,2.03,1.2979,0.0,-349.0,100.0,321.0,1842.0,735.4,535.5,571.1,419.0,
1788367500,1.20613,2.04,1.3101,0.0,-99.0,100.0,115.0,1842.3,735.6,535.5,571.2,470.0,
1788368400,1.2058,2.04,1.3098,0.0,63.0,100.0,0.0,1842.4,735.7,535.5,571.2,473.0,
1788369300,1.25493,2.09,1.3589,-601.0,21.0,100.0,0.0,1842.5,735.8,535.5,571.2,877.0,
1788370200,1.23047,2.06,1.3345,-1129.0,0.0,98.8,0.0,1842.5,735.8,535.5,571.2,1186.0,
1788371100,1.23147,2.06,1.3355,-1227.0,-12.0,96.6,0.0,1842.6,735.9,535.5,571.2,1222.0,
1788372000,1.2218,2.05,1.3258,-4154.0,-10.0,94.4,22.0,1842.6,735.9,535.5,571.2,4033.0,
1788372900,1.24025,2.07,1.3443,-2578.0,23.0,90.0,0.0,1842.6,735.9,535.5,571.2,2516.0,
1788373800,1.20702,2.04,1.311,-1594.0,-17.0,86.6,0.0,1842.6,735.9,535.5,571.2,1517.0,
1788374700,1.18601,2.02,1.29,-1622.0,13.0,82.2,0.0,1842.6,735.9,535.5,571.2,1516.0,
1788375600,1.16044,1.99,1.2644,-1351.0,-11.0,80.0,0.0,1842.6,735.9,535.5,571.2,1352.0,
1788376500,1.21813,2.05,1.3221,-1327.0,-16.0,76.6,0.0,1842.6,735.9,535.5,571.2,1307.0,
1788377400,1.18768,2.02,1.2917,-1474.0,-10.0,74.4,0.0,1842.6,735.9,535.5,571.2,1402.0,
1788378300,1.18179,2.01,1.2858,-1279.0,-20.0,72.2,32.0,1842.6,735.9,535.5,571.2,1214.0,
1788379200,1.15222,1.98,1.2562,-1475.0,23.0,71.1,0.0,1842.6,735.9,535.5,571.2,1436.0,
1788380100,1.19957,2.03,1.3036,-1478.0,18.0,68.8,0.0,1842.6,735.9,535.5,571.2,1436.0,
1788381000,1.1361,1.97,1.2401,-883.0,25.0,66.6,0.0,1842.6,735.9,535.5,571.2,834.0,
1788381900,0.9447,1.78,1.0487,-692.0,12.0,66.6,38.0,1842.6,735.9,535.5,571.2,635.0,
1788382800,0.51286,1.34,0.6169,-710.0,20.0,65.5,34.0,1842.6,735.9,535.5,571.2,635.0,
1788383700,1.0992,1.93,1.2032,-694.0,-31.0,64.4,0.0,1842.6,735.9,535.5,571.2,675.0,
1788384600,0.80142,1.63,0.9054,-639.0,10.0,63.3,0.0,1842.6,735.9,535.5,571.2,600.0,
1788385500,0.46518,1.3,0.5692,-743.0,-44.0,62.2,0.0,1842.6,735.9,535.5,571.2,656.0,
1788386400,0.28989,1.12,0.3939,0.0,721.0,62.2,0.0,1842.6,735.9,535.5,571.2,659.0,
1788387300,0.28989,1.12,0.3939,0.0,659.0,62.2,0.0,1842.6,735.9,535.5,571.2,614.0,
1788388200,0.28989,1.12,0.3939,0.0,716.0,62.2,0.0,1842.6,735.9,535.5,571.2,672.0,
1788389100,0.28989,1.12,0.3939,0.0,664.0,62.2,0.0,1842.6,735.9,535.5,571.2,620.0,
1788390000,0.28989,1.12,0.3939,0.0,672.0,62.2,0.0,1842.6,735.9,535.5,571.2,620.0,
1788390900,0.28989,1.12,0.3939,0.0,732.0,62.2,0.0,1842.6,735.9,535.5,571.2,687.0,
1788391800,0.28989,1.12,0.3939,0.0,666.0,62.2,0.0,1842.6,735.9,535.5,571.2,626.0,
1788392700,0.28989,1.12,0.3939,0.0,668.0,62.2,0.0,1842.6,735.9,535.5,571.2,626.0,
1788393600,0.28989,1.12,0.3939,0.0,726.0,62.2,0.0,1842.6,735.9,535.5,571.2,683.0,
1788394500,0.28989,1.12,0.3939,0.0,669.0,62.2,0.0,1842.6,735.9,535.5,571.2,622.0,
1788395400,0.28989,1.12,0.3939,0.0,680.0,62.2,0.0,1842.6,735.9,535.5,571.2,622.0,
1788396300,0.28989,1.12,0.3939,0.0,734.0,62.2,0.0,1842.6,735.9,535.5,571.2,701.0,
1788397200,0.28989,1.12,0.3939,0.0,666.0,62.2,0.0,1842.6,735.9,535.5,571.2,641.0,
1788398100,0.28989,1.12,0.3939,0.0,955.0,62.2,0.0,1842.6,735.9,535.5,571.2,904.0,
1788399000,0.28989,1.12,0.3939,0.0,975.0,62.2,0.0,1842.6,735.9,535.5,571.2,920.0,
1788399900,0.28989,1.12,0.3939,0.0,920.0,62.2,0.0,1842.6,735.9,535.5,571.2,864.0,
1788400800,0.28989,1.12,0.3939,0.0,933.0,62.2,0.0,1842.6,735.9,535.5,571.2,864.0,
1788401700,0.28989,1.12,0.3939,0.0,958.0,62.2,0.0,1842.6,735.9,535.5,571.2,920.0,
1788402600,0.28989,1.12,0.3939,0.0,902.0,62.2,0.0,1842.6,735.9,535.5,571.2,867.0,
1788403500,0.28989,1.12,0.3939,0.0,1270.0,62.2,0.0,1842.6,735.9,535.5,571.2,1214.0,
1788404400,0.28989,1.12,0.3939,0.0,1314.0,62.2,0.0,1842.6,735.9,535.5,571.2,1256.0,
1788405300,0.28989,1.12,0.3939,3282.0,4683.0,65.5,0.0,1842.6,735.9,535.5,571.2,1308.0,
1788406200,0.28989,1.12,0.3939,0.0,1398.0,65.5,0.0,1842.6,735.9,535.5,571.2,1354.0,
1788407100,0.28989,1.12,0.3939,-1342.0,0.0,64.4,0.0,1842.6,735.9,535.5,571.2,1306.0,
1788408000,0.28989,1.12,0.3939,-1416.0,-12.0,62.2,66.0,1842.6,735.9,535.5,571.2,1328.0,
1788408900,0.28989,1.12,0.3939,-1005.0,-6.0,61.1,0.0,1842.6,735.9,535.5,571.2,1040.0,
1788409800,0.28989,1.12,0.3939,-810.0,41.0,60.0,0.0,1842.6,735.9,535.5,571.2,996.0,
1788410700,0.28989,1.12,0.3939,-588.0,-45.0,58.8,0.0,1842.7,736.0,535.5,571.2,987.0,
1788411600,0.28989,1.12,0.3939,-499.0,0.0,57.7,0.0,1842.8,736.1,535.5,571.2,1062.0,
1788412500,0.28989,1.12,0.3939,-322.0,-9.0,57.7,21.0,1843.0,736.3,535.5,571.2,1013.0,
1788413400,0.28989,1.12,0.3939,-391.0,-6.0,56.6,0.0,1843.2,736.5,535.5,571.2,1317.0,
1788414300,0.28989,1.12,0.3939,-8607.0,-8191.0,45.5,8178.0,1843.5,736.8,535.5,571.2,1369.0,
1788415200,0.28989,1.12,0.3939,-8374.0,-8195.0,35.5,8138.0,1843.7,737.0,535.5,571.2,1313.0,
1788416100,0.28989,1.12,0.3939,0.0,-197.0,34.4,129.0,1844.2,737.5,535.5,571.2,1409.0,
1788417000,0.28989,1.12,0.3939,0.0,-654.0,34.4,710.0,1844.5,737.8,535.5,571.2,1164.0,
1788417900,0.28989,1.12,0.3939,0.0,-644.0,34.4,668.0,1845.1,738.2,535.5,571.4,1375.0,
1788418800,0.28989,1.12,0.3939,0.0,-813.0,34.4,849.0,1845.5,738.5,535.5,571.5,1437.0,
1788419700,0.28989,1.12,0.3939,-7145.0,-8442.0,25.5,8406.0,1846.3,739.0,535.5,571.8,961.0,
1788420600,0.28989,1.12,0.3939,-6771.0,-8727.0,16.6,8707.0,1846.8,739.2,535.5,572.1,659.0,
1788421500,0.28989,1.12,0.3939,-5201.0,-7338.0,12.2,7303.0,1847.8,739.5,535.5,572.8,721.0,
1788422400,0.28989,1.12,0.3939,0.0,-2321.0,12.2,2290.0,1848.3,739.7,535.5,573.1,622.0,
1788423300,0.28989,1.12,0.3939,0.0,-2201.0,12.2,2145.0,1849.2,739.9,535.5,573.8,623.0,
1788424200,0.28989,1.12,0.3939,0.0,-1306.0,12.2,615.0,1849.7,740.1,535.5,574.1,657.0,
1788425100,0.28989,1.12,0.3939,0.0,-1346.0,12.2,1458.0,1850.3,740.3,535.5,574.5,614.0,
1788426000,0.28989,1.12,0.3939,0.0,-1199.0,12.2,1125.0,1850.6,740.4,535.5,574.7,614.0,
1788426900,0.28989,1.12,0.3939,0.0,-1583.0,12.2,1583.0,1851.4,740.7,535.5,575.2,682.0,
1788427800,0.28989,1.12,0.3939,0.0,-1729.0,12.2,1700.0,1851.7,740.8,535.5,575.4,622.0,
1788428700,0.28989,1.12,0.3939,1852.0,-19.0,14.4,0.0,1852.6,741.1,535.8,575.7,630.0,
1788429600,0.28989,1.12,0.3939,2646.0,-87.0,16.6,0.0,1853.0,741.2,536.1,575.7,685.0,
1788430500,0.28989,1.12,0.3939,2772.0,17.0,21.1,72.0,1854.2,741.5,537.0,575.7,817.0,
1788431400,0.28989,1.12,0.3939,2289.0,-1468.0,23.3,1474.0,1854.8,741.6,537.4,575.8,614.0,
1788432300,0.28989,1.12,0.3939,3677.0,20.0,27.7,0.0,1856.3,741.9,538.4,576.0,729.0,
1788433200,0.28989,1.12,0.3939,3707.0,-5.0,33.3,0.0,1857.2,742.1,539.1,576.0,655.0,
1788434100,0.28989,1.12,0.3939,3730.0,21.0,37.7,43.0,1858.6,742.3,540.3,576.0,631.0,
1788435000,0.28989,1.12,0.3939,3526.0,31.0,42.2,30.0,1859.4,742.5,540.9,576.0,819.0,
1788435900,0.28989,1.12,0.3939,3588.0,33.0,47.7,0.0,1860.9,742.8,542.1,576.0,762.0,
1788436800,0.28989,1.12,0.3939,3314.0,6.0,52.2,0.0,1861.6,742.9,542.7,576.0,819.0,
1788437700,0.28989,1.12,0.3939,2724.0,22.0,55.5,78.0,1863.1,743.3,543.8,576.0,816.0,
1788438600,0.28989,1.12,0.3939,2403.0,-143.0,58.8,121.0,1863.6,743.4,544.2,576.0,763.0,
1788439500,0.28989,1.12,0.3939,2361.0,20.0,62.2,0.0,1864.7,743.7,545.0,576.0,857.0,
1788440400,0.28989,1.12,0.3939,2400.0,-41.0,65.5,0.0,1865.3,743.9,545.4,576.0,783.0,
1788441300,0.28989,1.12,0.3939,4930.0,2972.0,71.1,0.0,1866.3,744.0,546.3,576.0,850.0,
1788442200,0.28989,1.12,0.3939,2969.0,1126.0,74.4,0.0,1866.7,744.0,546.7,576.0,846.0,
1788443100,0.28989,1.12,0.3939,1892.0,-8.0,77.7,0.0,1867.6,744.2,547.4,576.0,778.0,
1788444000,0.28989,1.12,0.3939,0.0,-22.0,78.8,0.0,1868.1,744.4,547.7,576.0,769.0,
1788444900,0.28989,1.12,0.3939,2090.0,723.0,81.1,0.0,1868.8,744.6,548.2,576.0,1083.0,
1788445800,0.28989,1.12,0.3939,1106.0,-18.0,83.3,21.0,1869.3,744.8,548.5,576.0,1057.0,
1788446700,0.28989,1.12,0.3939,870.0,14.0,84.4,36.0,1870.1,745.2,548.8,576.1,1083.0,
1788447600,0.28989,1.12,0.3939,1421.0,33.0,84.4,0.0,1870.3,745.3,548.9,576.1,1142.0,
1788448500,0.28989,1.12,0.3939,700.0,-42.0,86.6,62.0,1871.1,745.8,549.2,576.1,1022.0,
1788449400,0.28989,1.12,0.3939,859.0,-20.0,86.6,0.0,1871.3,745.9,549.3,576.1,688.0,
1788450300,0.28989,1.12,0.3939,484.0,0.0,87.7,0.0,1871.9,746.2,549.6,576.1,736.0,
1788451200,0.28989,1.12,0.3939,708.0,25.0,88.8,0.0,1872.2,746.4,549.7,576.1,470.0,
1788452100,0.28989,1.12,0.3939,388.0,-19.0,88.8,64.0,1872.5,746.6,549.8,576.1,477.0,
1788453000,0.28989,1.12,0.3939,0.0,64.0,88.8,0.0,1872.7,746.7,549.9,576.1,605.0,
1788453900,0.28989,1.12,0.3939,0.0,33.0,88.8,0.0,1872.9,746.9,549.9,576.1,431.0,
1788454800,0.28989,1.12,0.3939,-346.0,29.0,88.8,0.0,1872.9,746.9,549.9,576.1,531.0,
1788455700,0.28989,1.12,0.3939,-614.0,-19.0,88.8,23.0,1873.0,747.0,549.9,576.1,805.0,
1788456600,0.28989,1.12,0.3939,-693.0,19.0,87.7,0.0,1873.0,747.0,549.9,576.1,719.0,
1788457500,0.28989,1.12,0.3939,-811.0,16.0,86.6,0.0,1873.1,747.1,549.9,576.1,774.0,
1788458400,0.28989,1.12,0.3939,-802.0,-3.0,85.5,0.0,1873.1,747.1,549.9,576.1,776.0,
1788459300,0.28989,1.12,0.3939,-933.0,-6.0,84.4,23.0,1873.1,747.1,549.9,576.1,849.0,
1788460200,0.28989,1.12,0.3939,-643.0,-19.0,83.3,0.0,1873.1,747.1,549.9,576.1,621.0,
1788461100,0.28989,1.12,0.3939,-504.0,26.0,83.3,0.0,1873.1,747.1,549.9,576.1,448.0,
1788462000,0.28989,1.12,0.3939,-460.0,14.0,82.2,0.0,1873.1,747.1,549.9,576.1,432.0,
1788462900,0.28989,1.12,0.3939,-517.0,19.0,81.1,0.0,1873.1,747.1,549.9,576.1,487.0,
1788463800,0.28989,1.12,0.3939,-717.0,-20.0,81.1,0.0,1873.1,747.1,549.9,576.1,721.0,
1788464700,0.28989,1.12,0.3939,-947.0,-16.0,80.0,0.0,1873.1,747.1,549.9,576.1,902.0,
1788465600,0.28989,1.12,0.3939,-974.0,-6.0,77.7,0.0,1873.1,747.1,549.9,576.1,955.0,
1788466500,0.28989,1.12,0.3939,-945.0,-20.0,76.6,0.0,1873.1,747.1,549.9,576.1,896.0,
1788467400,0.28989,1.12,0.3939,-977.0,-32.0,75.5,25.0,1873.1,747.1,549.9,576.1,954.0,
1788468300,0.28989,1.12,0.3939,-1448.0,11.0,73.3,39.0,1873.1,747.1,549.9,576.1,1416.0,
1788469200,0.28989,1.12,0.3939,-884.0,0.0,72.2,0.0,1873.1,747.1,549.9,576.1,843.0,
1788470100,0.28989,1.12,0.3939,-807.0,-25.0,71.1,0.0,1873.1,747.1,549.9,576.1,782.0,
1788471000,0.28989,1.12,0.3939,-929.0,-32.0,70.0,0.0,1873.1,747.1,549.9,576.1,843.0,
1788471900,0.28989,1.12,0.3939,-834.0,0.0,68.8,0.0,1873.1,747.1,549.9,576.1,771.0,
1788472800,0.28989,1.12,0.3939,-826.0,6.0,67.7,47.0,1873.1,747.1,549.9,576.1,770.0,
1788473700,0.28989,1.12,0.3939,-837.0,-19.0,66.6,0.0,1873.1,747.1,549.9,576.1,814.0,
1788474600,0.28989,1.12,0.3939,0.0,815.0,66.6,0.0,1873.1,747.1,549.9,576.1,757.0,
1788475500,0.28989,1.12,0.3939,-838.0,0.0,65.5,20.0,1873.1,747.1,549.9,576.1,776.0,
1788476400,0.28989,1.12,0.3939,0.0,877.0,65.5,0.0,1873.1,747.1,549.9,576.1,860.0,
1788477300,0.28989,1.12,0.3939,0.0,828.0,64.4,0.0,1873.1,747.1,549.9,576.1,808.0,
